month,metro,median_sale_price,price_yoy,homes_sold,median_dom,new_listings,active_listings
2021-03-01,"Anaheim, CA",850000,13.33,3073,NA,3154,8355
2021-02-01,"Anaheim, CA",825000,10.22,3134,NA,3029,8497
2021-01-01,"Anaheim, CA",799000,7.25,3345,NA,3023,8887
2020-12-01,"Anaheim, CA",799000,10.82,3317,NA,3182,9209
2020-11-01,"Anaheim, CA",793000,10.14,3256,NA,3225,9340
2020-10-01,"Anaheim, CA",795000,11.97,3301,NA,3571,9471
2020-09-01,"Anaheim, CA",780000,8.33,3167,NA,3598,9421
2020-08-01,"Anaheim, CA",795000,11.97,2954,NA,3395,9325
2020-07-01,"Anaheim, CA",760000,4.47,2647,NA,3177,9205
2020-06-01,"Anaheim, CA",760000,3.68,1826,NA,2687,8804
2020-05-01,"Anaheim, CA",730000,1.39,1273,NA,2248,8160
2020-04-01,"Anaheim, CA",745000,2.76,1597,NA,1360,7731
2020-03-01,"Anaheim, CA",750000,6.38,2375,NA,2444,9182
2020-02-01,"Anaheim, CA",748500,10.07,2664,NA,2959,10035
2020-01-01,"Anaheim, CA",745000,7.97,2535,NA,2866,9876
2019-12-01,"Anaheim, CA",721000,5.26,2736,NA,2716,10060
2019-11-01,"Anaheim, CA",720000,2.13,2567,NA,2720,10368
2019-10-01,"Anaheim, CA",710000,0.71,2500,NA,2766,10541
2019-09-01,"Anaheim, CA",720000,-1.37,2585,NA,2828,10889
2019-08-01,"Anaheim, CA",710000,-0.7,2521,NA,2771,11054
2019-07-01,"Anaheim, CA",727500,0.34,2525,NA,2856,11405
2019-06-01,"Anaheim, CA",733000,0.55,2515,NA,2880,11835
2019-05-01,"Anaheim, CA",720000,-0.69,2503,NA,3293,12211
2019-04-01,"Anaheim, CA",725000,3.57,2393,NA,3256,12341
2019-03-01,"Anaheim, CA",705000,-0.7,2342,NA,3207,12279
2019-02-01,"Anaheim, CA",680000,-2.72,2183,NA,2917,12134
2019-01-01,"Anaheim, CA",690000,2.22,2080,NA,2973,12188
2026-05-01,"Atlanta, GA",403755,0.94,6640,59,9012,38704
2026-04-01,"Atlanta, GA",400000,0.03,6531,59,9562,40038
2026-03-01,"Atlanta, GA",391000,-1.01,6572,59,9895,40878
2026-02-01,"Atlanta, GA",390000,0.78,6580,59,9988,41320
2026-01-01,"Atlanta, GA",375250,-1.24,6381,57,10382,41798
2025-12-01,"Atlanta, GA",385000,-2.28,6541,56,9968,42570
2025-11-01,"Atlanta, GA",389000,-0.77,6432,59,9899,42824
2025-10-01,"Atlanta, GA",385000,-2.53,6460,62,10126,42189
2025-09-01,"Atlanta, GA",395000,-1.25,6490,61,9698,41316
2025-08-01,"Atlanta, GA",399900,0.99,6330,61,9350,40614
2025-07-01,"Atlanta, GA",399900,-0.02,6312,61,9061,40061
2025-06-01,"Atlanta, GA",406000,-3.33,6554,58,9094,39815
2025-05-01,"Atlanta, GA",400000,-1.23,6449,55,9568,39596
2025-04-01,"Atlanta, GA",399900,0.05,6493,54,9825,38751
2025-03-01,"Atlanta, GA",395000,-0.12,6397,53,9732,37657
2025-02-01,"Atlanta, GA",387000,-0.77,6457,52,9496,36446
2025-01-01,"Atlanta, GA",379945,0.28,6512,51,8789,35003
2024-12-01,"Atlanta, GA",394000,3.7,6622,50,8931,33808
2024-11-01,"Atlanta, GA",392000,0.51,6530,49,8629,32901
2024-10-01,"Atlanta, GA",395000,1.28,6561,49,8482,32420
2024-09-01,"Atlanta, GA",399990,2.59,6434,47,8435,32331
2024-08-01,"Atlanta, GA",395995,0.25,6472,46,8671,32431
2024-07-01,"Atlanta, GA",400000,1.27,6608,44,8827,32640
2024-06-01,"Atlanta, GA",420000,5.03,6362,43,9320,32626
2024-05-01,"Atlanta, GA",405000,3.85,6531,40,9300,31987
2024-04-01,"Atlanta, GA",399700,4.91,6603,39,9350,31355
2024-03-01,"Atlanta, GA",395480,6.89,6647,37,9208,30956
2024-02-01,"Atlanta, GA",390000,6.85,6596,36,9452,30343
2024-01-01,"Atlanta, GA",378900,7.34,6635,35,9217,29978
2023-12-01,"Atlanta, GA",379945,4.09,6483,35,9290,30257
2023-11-01,"Atlanta, GA",390000,5.43,6546,32,9671,30324
2023-10-01,"Atlanta, GA",390000,5.41,6454,31,9909,30382
2023-09-01,"Atlanta, GA",389900,3.7,6598,29,10260,30410
2023-08-01,"Atlanta, GA",395000,2.76,6697,31,10022,30212
2023-07-01,"Atlanta, GA",395000,0.59,6606,31,10143,30135
2023-06-01,"Atlanta, GA",399900,-0.02,6697,32,9696,30090
2023-05-01,"Atlanta, GA",390000,-2.5,6774,36,9758,30522
2023-04-01,"Atlanta, GA",381000,-1.04,6808,38,9112,31263
2023-03-01,"Atlanta, GA",370000,0.11,6858,39,9392,32205
2023-02-01,"Atlanta, GA",365000,2.54,7077,38,9391,33423
2023-01-01,"Atlanta, GA",353000,2.32,6775,37,10186,34448
2022-12-01,"Atlanta, GA",365000,4.29,6975,33,9992,34831
2022-11-01,"Atlanta, GA",369900,7.22,7111,32,10491,35032
2022-10-01,"Atlanta, GA",370000,8.23,7576,30,10895,35296
2022-09-01,"Atlanta, GA",376000,13.94,7810,29,11747,35060
2022-08-01,"Atlanta, GA",384380,16.48,7874,25,11738,34133
2022-07-01,"Atlanta, GA",392670,16.97,8066,22,12304,32758
2022-06-01,"Atlanta, GA",400000,17.65,8472,20,12498,30910
2022-05-01,"Atlanta, GA",400000,22.87,8675,19,11956,29016
2022-04-01,"Atlanta, GA",385000,22.81,8965,17,11210,27812
2022-03-01,"Atlanta, GA",369590,21.98,9188,16,10920,27432
2022-02-01,"Atlanta, GA",355950,23.55,9511,14,11442,27591
2022-01-01,"Atlanta, GA",345000,23.21,9912,16,11349,27813
2021-12-01,"Atlanta, GA",350000,22.81,9687,17,12449,27395
2021-11-01,"Atlanta, GA",345000,21.72,10401,17,12501,27033
2021-10-01,"Atlanta, GA",341880,19.96,10021,16,11948,26437
2021-09-01,"Atlanta, GA",330000,16.61,10049,15,11390,26080
2021-08-01,"Atlanta, GA",330000,17.02,10085,15,12014,26112
2021-07-01,"Atlanta, GA",335708,19.94,10192,15,11658,25766
2021-06-01,"Atlanta, GA",340000,25.93,10265,15,11567,25485
2021-05-01,"Atlanta, GA",325535,24.73,10221,16,10810,25649
2021-04-01,"Atlanta, GA",313500,16.11,10084,16,11175,26337
2021-03-01,"Atlanta, GA",303000,14.93,10251,16,10919,26911
2021-02-01,"Atlanta, GA",288092,15.24,9995,17,10878,27644
2021-01-01,"Atlanta, GA",280000,15.39,10482,19,11365,28403
2020-12-01,"Atlanta, GA",285000,13.82,10344,20,11991,28905
2020-11-01,"Atlanta, GA",283445,14.32,10324,21,11446,29489
2020-10-01,"Atlanta, GA",285000,16.33,10439,23,11677,30415
2020-09-01,"Atlanta, GA",283000,13.25,10251,26,11876,31606
2020-08-01,"Atlanta, GA",282000,12.85,10304,32,11644,33148
2020-07-01,"Atlanta, GA",279900,9.76,10147,39,11103,35066
2020-06-01,"Atlanta, GA",270000,4.45,9566,44,10673,37430
2020-05-01,"Atlanta, GA",261000,1.95,7260,43,10720,39614
2020-04-01,"Atlanta, GA",270000,9.5,7528,36,8839,39388
2020-03-01,"Atlanta, GA",263650,8.05,9182,40,11874,41339
2020-02-01,"Atlanta, GA",250000,6.38,9422,39,11960,41759
2020-01-01,"Atlanta, GA",242659,5.5,9205,38,12295,42070
2019-12-01,"Atlanta, GA",250395,6.55,9423,37,12065,42059
2019-11-01,"Atlanta, GA",247950,7.8,9039,36,12004,42276
2019-10-01,"Atlanta, GA",245000,6.5,9026,35,11965,42642
2019-09-01,"Atlanta, GA",249900,6.3,8981,35,12131,42748
2019-08-01,"Atlanta, GA",249900,7.95,9102,34,12089,42600
2019-07-01,"Atlanta, GA",255000,5.37,8995,33,12041,42600
2019-06-01,"Atlanta, GA",258500,4.23,9161,32,12003,42802
2019-05-01,"Atlanta, GA",256000,4.7,9118,33,12771,43039
2019-04-01,"Atlanta, GA",246580,3.6,8887,33,12512,42718
2019-03-01,"Atlanta, GA",244000,5.17,8914,34,12242,42500
2019-02-01,"Atlanta, GA",235000,6.82,8789,36,11983,42572
2019-01-01,"Atlanta, GA",230000,6.98,8527,35,12047,42325
2026-05-01,"Austin, TX",443632,-0.31,2666,87,3817,18281
2026-04-01,"Austin, TX",435000,-3.12,2698,88,3716,18203
2026-03-01,"Austin, TX",425000,-3.41,2630,92,3771,18112
2026-02-01,"Austin, TX",410327,-4.57,2618,86,3913,17793
2026-01-01,"Austin, TX",408000,-1.45,2491,85,3715,17046
2025-12-01,"Austin, TX",430000,-4.44,2662,86,3693,17539
2025-11-01,"Austin, TX",430000,-1.15,2562,84,3589,17633
2025-10-01,"Austin, TX",438000,1.5,2496,85,3932,17817
2025-09-01,"Austin, TX",418000,-2.79,2610,86,3674,17892
2025-08-01,"Austin, TX",441526,0.62,2603,85,3622,18201
2025-07-01,"Austin, TX",430000,-4.39,2406,84,3773,18589
2025-06-01,"Austin, TX",447603,-0.53,2503,85,3550,18818
2025-05-01,"Austin, TX",445000,-2.85,2453,81,3702,18895
2025-04-01,"Austin, TX",449000,-2.95,2412,80,3792,18300
2025-03-01,"Austin, TX",440000,-2.22,2522,78,3637,17411
2025-02-01,"Austin, TX",429990,-2.5,2449,78,3572,16693
2025-01-01,"Austin, TX",414000,-3.72,2703,75,3638,15998
2024-12-01,"Austin, TX",449990,1.81,2592,74,3728,16060
2024-11-01,"Austin, TX",435000,2.35,2672,75,3525,15627
2024-10-01,"Austin, TX",431530,-2.29,2655,72,3560,15747
2024-09-01,"Austin, TX",429999,-5.15,2423,73,3649,15694
2024-08-01,"Austin, TX",438804,-4.61,2438,72,3618,15659
2024-07-01,"Austin, TX",449731,-2.76,2469,70,3455,15706
2024-06-01,"Austin, TX",450000,-5.86,2468,71,3595,15878
2024-05-01,"Austin, TX",458050,-1.49,2532,66,3528,15923
2024-04-01,"Austin, TX",462652,-0.85,2667,67,3545,15726
2024-03-01,"Austin, TX",450000,-0.14,2689,65,3549,15352
2024-02-01,"Austin, TX",441000,0.46,2720,64,3548,14948
2024-01-01,"Austin, TX",430000,-4.44,2615,65,3476,14473
2023-12-01,"Austin, TX",441990,-2.65,2449,65,3347,14439
2023-11-01,"Austin, TX",425000,-8.94,2464,63,3745,14203
2023-10-01,"Austin, TX",441655,-7.02,2578,64,3247,13642
2023-09-01,"Austin, TX",453363,-4.56,2423,63,3560,13468
2023-08-01,"Austin, TX",460000,-8,2639,64,3445,13166
2023-07-01,"Austin, TX",462500,-10.93,2655,64,3367,12870
2023-06-01,"Austin, TX",478000,-10.65,2568,65,3384,13035
2023-05-01,"Austin, TX",465000,-15.57,2703,67,3460,13218
2023-04-01,"Austin, TX",466600,-15.93,2552,66,3323,13414
2023-03-01,"Austin, TX",450650,-13.5,2574,68,3434,13672
2023-02-01,"Austin, TX",439000,-12.18,2683,63,3166,13827
2023-01-01,"Austin, TX",450000,-6.83,2510,59,3622,14145
2022-12-01,"Austin, TX",454000,-4.42,2527,56,3224,14067
2022-11-01,"Austin, TX",466750,-0.69,2425,52,3278,14049
2022-10-01,"Austin, TX",475000,3.77,2556,49,3323,14178
2022-09-01,"Austin, TX",475000,5.56,2847,46,3376,14117
2022-08-01,"Austin, TX",499999,5.99,2573,44,3311,13742
2022-07-01,"Austin, TX",519250,7.84,2636,42,3840,13014
2022-06-01,"Austin, TX",535000,11.46,2799,38,4085,11668
2022-05-01,"Austin, TX",550750,18.44,2957,36,3967,9948
2022-04-01,"Austin, TX",555000,19.05,2994,35,3930,8883
2022-03-01,"Austin, TX",521000,22.01,3076,30,3857,8493
2022-02-01,"Austin, TX",499900,26.53,3211,31,3859,8588
2022-01-01,"Austin, TX",483000,31.07,3600,30,3820,8961
2021-12-01,"Austin, TX",475000,29.08,3570,30,3902,9354
2021-11-01,"Austin, TX",470000,28.77,3654,31,3986,9728
2021-10-01,"Austin, TX",457750,24.73,3578,30,3845,9533
2021-09-01,"Austin, TX",450000,26.76,3637,31,3745,9403
2021-08-01,"Austin, TX",471750,34.79,3481,32,3848,9210
2021-07-01,"Austin, TX",481500,36.79,3456,32,3842,8780
2021-06-01,"Austin, TX",480000,41.59,3451,32,3906,8390
2021-05-01,"Austin, TX",465000,40.91,3297,33,3693,8187
2021-04-01,"Austin, TX",466179,43.4,3235,32,3762,8321
2021-03-01,"Austin, TX",427000,28.61,3247,32,3788,8353
2021-02-01,"Austin, TX",395090,21.57,2939,29,3014,8004
2021-01-01,"Austin, TX",368500,19.26,3909,29,3553,8711
2020-12-01,"Austin, TX",368000,14.82,3739,30,4030,9096
2020-11-01,"Austin, TX",365000,17.93,4079,30,3572,8935
2020-10-01,"Austin, TX",367000,12.92,3914,32,3738,9293
2020-09-01,"Austin, TX",355000,10.94,3889,31,3609,8534
2020-08-01,"Austin, TX",350000,9.38,3753,18,3680,8260
2020-07-01,"Austin, TX",352000,10,3813,24,3767,8614
2020-06-01,"Austin, TX",339000,3.02,3106,32,3568,9174
2020-05-01,"Austin, TX",330000,0.36,2270,34,3533,9854
2020-04-01,"Austin, TX",325100,1.91,2386,24,2776,9547
2020-03-01,"Austin, TX",332000,8.85,3131,26,3635,10550
2020-02-01,"Austin, TX",325000,10.19,3290,28,3592,10748
2020-01-01,"Austin, TX",309000,4.75,3090,30,3582,10788
2019-12-01,"Austin, TX",320500,5.44,3257,30,3520,10462
2019-11-01,"Austin, TX",309500,3.17,3226,30,3576,10362
2019-10-01,"Austin, TX",325000,6.56,3135,30,3520,10465
2019-09-01,"Austin, TX",320000,6.67,3104,33,3601,10522
2019-08-01,"Austin, TX",320000,1.11,3108,33,3456,10557
2019-07-01,"Austin, TX",320000,1.75,3121,33,3514,10767
2019-06-01,"Austin, TX",329050,2.51,3098,36,3535,10916
2019-05-01,"Austin, TX",328802,3.4,3082,34,3498,10989
2019-04-01,"Austin, TX",319000,1.27,3021,35,3492,11232
2019-03-01,"Austin, TX",305000,1.67,3031,36,3472,11460
2019-02-01,"Austin, TX",294950,-0.02,3057,36,3450,11645
2019-01-01,"Austin, TX",295000,1.67,2826,37,3496,11609
2026-05-01,"Bakersfield, CA",403755,6.25,615,44,820,3078
2026-04-01,"Bakersfield, CA",385995,0.26,621,40,847,3118
2026-03-01,"Bakersfield, CA",385000,3.04,628,41,889,3073
2026-02-01,"Bakersfield, CA",375000,-2.97,636,47,857,3036
2026-01-01,"Bakersfield, CA",380000,1.33,612,47,856,3010
2025-12-01,"Bakersfield, CA",375000,-1.45,630,48,806,2978
2025-11-01,"Bakersfield, CA",372990,-1.84,610,44,799,3010
2025-10-01,"Bakersfield, CA",380000,2.01,661,44,805,3008
2025-09-01,"Bakersfield, CA",385000,1.32,583,45,778,3061
2025-08-01,"Bakersfield, CA",392000,5.95,620,45,842,3103
2025-07-01,"Bakersfield, CA",377000,-3.33,652,46,803,3092
2025-06-01,"Bakersfield, CA",390000,5.41,615,43,845,3119
2025-05-01,"Bakersfield, CA",380000,1.33,635,43,823,3096
2025-04-01,"Bakersfield, CA",385000,5.48,614,45,849,3146
2025-03-01,"Bakersfield, CA",373655,2.37,635,41,845,3119
2025-02-01,"Bakersfield, CA",386495,7.36,686,37,877,3105
2025-01-01,"Bakersfield, CA",375000,5.63,590,41,936,3055
2024-12-01,"Bakersfield, CA",380500,8.71,604,40,846,2925
2024-11-01,"Bakersfield, CA",380000,7.04,624,36,869,2803
2024-10-01,"Bakersfield, CA",372500,6.43,594,36,855,2728
2024-09-01,"Bakersfield, CA",380000,5.56,632,36,830,2628
2024-08-01,"Bakersfield, CA",370000,0.27,638,33,816,2594
2024-07-01,"Bakersfield, CA",390000,5.41,635,34,837,2601
2024-06-01,"Bakersfield, CA",370000,2.78,689,33,788,2518
2024-05-01,"Bakersfield, CA",375000,3.55,635,32,862,2553
2024-04-01,"Bakersfield, CA",365000,5.8,648,33,799,2456
2024-03-01,"Bakersfield, CA",365000,5.04,620,31,832,2422
2024-02-01,"Bakersfield, CA",360000,4.35,630,32,749,2356
2024-01-01,"Bakersfield, CA",355000,4.41,643,29,779,2355
2023-12-01,"Bakersfield, CA",350000,1.08,584,29,799,2337
2023-11-01,"Bakersfield, CA",355000,4.41,623,29,786,2299
2023-10-01,"Bakersfield, CA",350000,0,622,28,818,2274
2023-09-01,"Bakersfield, CA",360000,3.45,630,30,846,2212
2023-08-01,"Bakersfield, CA",369000,5.43,642,27,730,2093
2023-07-01,"Bakersfield, CA",370000,5.71,633,27,749,2114
2023-06-01,"Bakersfield, CA",360000,1.69,630,26,781,2161
2023-05-01,"Bakersfield, CA",362160,1.73,634,33,773,2113
2023-04-01,"Bakersfield, CA",345000,-4.17,633,38,692,2095
2023-03-01,"Bakersfield, CA",347500,-0.29,674,39,661,2231
2023-02-01,"Bakersfield, CA",345000,2.68,649,40,761,2423
2023-01-01,"Bakersfield, CA",340000,2.18,633,40,691,2507
2022-12-01,"Bakersfield, CA",346250,3.36,654,37,715,2679
2022-11-01,"Bakersfield, CA",340000,4.62,628,38,762,2729
2022-10-01,"Bakersfield, CA",350000,6.71,709,39,824,2801
2022-09-01,"Bakersfield, CA",348000,7.08,738,36,861,2857
2022-08-01,"Bakersfield, CA",350000,11.11,775,32,875,2870
2022-07-01,"Bakersfield, CA",350000,9.46,759,29,1005,2917
2022-06-01,"Bakersfield, CA",354000,14.56,835,26,1064,2838
2022-05-01,"Bakersfield, CA",356000,14.84,877,21,1091,2709
2022-04-01,"Bakersfield, CA",360000,20.25,913,20,1075,2558
2022-03-01,"Bakersfield, CA",348500,16.17,972,23,1050,2523
2022-02-01,"Bakersfield, CA",336000,20.75,949,20,1052,2385
2022-01-01,"Bakersfield, CA",332750,16.75,1041,22,1006,2382
2021-12-01,"Bakersfield, CA",335000,18.58,964,24,1110,2421
2021-11-01,"Bakersfield, CA",325000,13.54,1055,25,1073,2545
2021-10-01,"Bakersfield, CA",328000,17.14,962,24,1060,2616
2021-09-01,"Bakersfield, CA",325000,19.6,925,19,1097,2601
2021-08-01,"Bakersfield, CA",315000,14.86,953,21,1073,2606
2021-07-01,"Bakersfield, CA",319750,18.87,929,21,1057,2537
2021-06-01,"Bakersfield, CA",309000,16.6,965,20,1021,2471
2021-05-01,"Bakersfield, CA",310000,20.16,1000,20,973,2510
2021-04-01,"Bakersfield, CA",299385,16.88,955,24,1077,2616
2021-03-01,"Bakersfield, CA",300000,20,969,24,1063,2607
2021-02-01,"Bakersfield, CA",278250,11.3,994,26,994,2625
2021-01-01,"Bakersfield, CA",285000,19.75,1048,26,1082,2750
2020-12-01,"Bakersfield, CA",282500,13,1161,24,1213,2766
2020-11-01,"Bakersfield, CA",286250,14.5,1065,24,1162,2812
2020-10-01,"Bakersfield, CA",280000,12,996,27,1188,2881
2020-09-01,"Bakersfield, CA",271750,9.58,1026,29,1141,2835
2020-08-01,"Bakersfield, CA",274250,11.94,896,35,1136,2870
2020-07-01,"Bakersfield, CA",269000,8.18,937,39,1005,2822
2020-06-01,"Bakersfield, CA",265000,5.58,806,42,929,2894
2020-05-01,"Bakersfield, CA",258000,7.5,597,43,879,2984
2020-04-01,"Bakersfield, CA",256150,9,651,36,651,2880
2020-03-01,"Bakersfield, CA",250000,6.38,787,37,967,3127
2020-02-01,"Bakersfield, CA",250000,8.7,838,41,1011,3181
2020-01-01,"Bakersfield, CA",238000,4.39,827,42,935,3168
2019-12-01,"Bakersfield, CA",250000,8.7,835,36,933,3143
2019-11-01,"Bakersfield, CA",250000,11.11,850,38,1004,3178
2019-10-01,"Bakersfield, CA",250000,8.7,852,38,959,3204
2019-09-01,"Bakersfield, CA",248000,4.64,928,44,961,3301
2019-08-01,"Bakersfield, CA",245000,2.08,911,40,1018,3414
2019-07-01,"Bakersfield, CA",248650,5.56,864,40,1027,3456
2019-06-01,"Bakersfield, CA",251000,6.81,824,40,1061,3514
2019-05-01,"Bakersfield, CA",240000,2.13,830,37,1073,3515
2019-04-01,"Bakersfield, CA",235000,3.09,894,39,1094,3523
2019-03-01,"Bakersfield, CA",235000,4.44,826,43,1058,3500
2019-02-01,"Bakersfield, CA",230000,1.32,783,45,997,3466
2019-01-01,"Bakersfield, CA",228000,3.64,774,47,1017,3497
2026-05-01,"Baltimore, MD",431669,5.29,2747,39,3539,10906
2026-04-01,"Baltimore, MD",395000,0,2784,39,3507,10676
2026-03-01,"Baltimore, MD",399000,6.4,2701,39,3379,10359
2026-02-01,"Baltimore, MD",380000,3.97,2788,39,3168,10431
2026-01-01,"Baltimore, MD",374950,4.15,2712,39,3436,10618
2025-12-01,"Baltimore, MD",397000,3.12,2762,37,3276,10637
2025-11-01,"Baltimore, MD",397200,0.56,2758,37,3379,10629
2025-10-01,"Baltimore, MD",402058,3.09,2725,34,3428,10542
2025-09-01,"Baltimore, MD",399995,0.56,2775,35,3426,10329
2025-08-01,"Baltimore, MD",415000,6.41,2755,35,3313,10123
2025-07-01,"Baltimore, MD",415000,3.75,2717,36,3219,10003
2025-06-01,"Baltimore, MD",419450,2.3,2765,34,3360,9992
2025-05-01,"Baltimore, MD",410000,3.8,2765,32,3374,9927
2025-04-01,"Baltimore, MD",395000,5.33,2761,30,3360,9676
2025-03-01,"Baltimore, MD",375000,3.45,2770,30,3451,9583
2025-02-01,"Baltimore, MD",365500,2.96,2785,29,3457,9316
2025-01-01,"Baltimore, MD",360000,2.86,2841,29,3292,8988
2024-12-01,"Baltimore, MD",385000,10,2815,30,3313,8999
2024-11-01,"Baltimore, MD",395000,8.22,2821,27,3420,9003
2024-10-01,"Baltimore, MD",390000,8.21,2852,29,3434,8948
2024-09-01,"Baltimore, MD",397750,6.07,2723,27,3319,8744
2024-08-01,"Baltimore, MD",390000,2.63,2724,26,3243,8545
2024-07-01,"Baltimore, MD",400000,5.28,2785,26,3217,8570
2024-06-01,"Baltimore, MD",410000,7.89,2706,27,3207,8540
2024-05-01,"Baltimore, MD",395000,6.76,2738,28,3215,8448
2024-04-01,"Baltimore, MD",375000,4.17,2731,25,3020,8281
2024-03-01,"Baltimore, MD",362500,9.85,2749,21,3092,8442
2024-02-01,"Baltimore, MD",355000,9.23,2676,24,3270,8505
2024-01-01,"Baltimore, MD",350000,7.69,2669,24,3214,8292
2023-12-01,"Baltimore, MD",350000,4.48,2683,24,3469,8178
2023-11-01,"Baltimore, MD",365000,9.61,2676,22,3309,8001
2023-10-01,"Baltimore, MD",360425,6.01,2633,20,3202,7678
2023-09-01,"Baltimore, MD",375000,4.17,2694,21,3103,7505
2023-08-01,"Baltimore, MD",380000,4.11,2685,20,3067,7394
2023-07-01,"Baltimore, MD",379950,3.32,2709,20,3026,7313
2023-06-01,"Baltimore, MD",380000,1.33,2711,20,3030,7574
2023-05-01,"Baltimore, MD",370000,-0.27,2756,23,2960,7688
2023-04-01,"Baltimore, MD",360000,2.13,2724,25,2986,7947
2023-03-01,"Baltimore, MD",330000,-2.94,2799,25,3045,8250
2023-02-01,"Baltimore, MD",325000,3.17,2926,26,3162,8439
2023-01-01,"Baltimore, MD",325000,3.17,2819,28,3230,8653
2022-12-01,"Baltimore, MD",335000,3.08,2827,26,3289,8671
2022-11-01,"Baltimore, MD",333000,0.91,2953,25,3348,8563
2022-10-01,"Baltimore, MD",340000,1.49,3093,26,3198,8661
2022-09-01,"Baltimore, MD",360000,6.63,3197,24,3457,9067
2022-08-01,"Baltimore, MD",365000,7.35,3358,23,3608,9419
2022-07-01,"Baltimore, MD",367750,5.07,3358,21,3982,9572
2022-06-01,"Baltimore, MD",375000,7.14,3463,17,4031,9373
2022-05-01,"Baltimore, MD",370985,9.11,3684,14,3933,9183
2022-04-01,"Baltimore, MD",352500,7.37,3837,14,4117,9456
2022-03-01,"Baltimore, MD",340000,7.94,3927,16,4133,9417
2022-02-01,"Baltimore, MD",315000,5,3891,20,4167,9196
2022-01-01,"Baltimore, MD",315000,5.04,4144,20,4166,9245
2021-12-01,"Baltimore, MD",325000,5.78,4171,22,4350,9551
2021-11-01,"Baltimore, MD",330000,2.48,4316,23,4387,10190
2021-10-01,"Baltimore, MD",335000,4.61,4270,22,4468,10697
2021-09-01,"Baltimore, MD",337625,5.51,4356,20,4524,11027
2021-08-01,"Baltimore, MD",340000,4.62,4315,17,4978,11352
2021-07-01,"Baltimore, MD",350000,9.38,4360,17,5129,10981
2021-06-01,"Baltimore, MD",350000,12.9,4403,17,4858,10428
2021-05-01,"Baltimore, MD",340000,13.71,4313,17,4605,10416
2021-04-01,"Baltimore, MD",328300,9.43,4313,18,4390,10321
2021-03-01,"Baltimore, MD",315000,7.88,4245,18,4291,10027
2021-02-01,"Baltimore, MD",300000,11.11,4392,20,4239,9857
2021-01-01,"Baltimore, MD",299900,15.35,4390,20,4563,10280
2020-12-01,"Baltimore, MD",307250,9.73,4357,20,4798,10442
2020-11-01,"Baltimore, MD",322000,17.09,4383,19,4717,10736
2020-10-01,"Baltimore, MD",320250,14.38,4420,21,4960,11223
2020-09-01,"Baltimore, MD",320000,7.56,4241,25,4762,11123
2020-08-01,"Baltimore, MD",325000,11.3,4190,30,4599,11165
2020-07-01,"Baltimore, MD",320000,7.02,4132,37,4200,11430
2020-06-01,"Baltimore, MD",310000,1.97,3311,47,3933,11743
2020-05-01,"Baltimore, MD",299000,2.05,2791,48,3356,11720
2020-04-01,"Baltimore, MD",300000,9.09,3234,32,2579,11730
2020-03-01,"Baltimore, MD",292000,9.78,3774,36,4192,13790
2020-02-01,"Baltimore, MD",270000,8,3708,38,4363,14104
2020-01-01,"Baltimore, MD",260000,4.94,3709,38,4308,13991
2019-12-01,"Baltimore, MD",280000,7.69,3688,39,3952,14212
2019-11-01,"Baltimore, MD",275000,5.16,3557,39,4080,14401
2019-10-01,"Baltimore, MD",280000,6.87,3502,40,4046,14610
2019-09-01,"Baltimore, MD",297500,8.97,3583,40,4354,14878
2019-08-01,"Baltimore, MD",292000,2.91,3531,43,4332,14867
2019-07-01,"Baltimore, MD",299000,7.94,3546,45,4169,15055
2019-06-01,"Baltimore, MD",304000,6.33,3498,44,4254,15347
2019-05-01,"Baltimore, MD",293000,6.55,3473,43,4453,15616
2019-04-01,"Baltimore, MD",275000,2.65,3457,41,4548,15518
2019-03-01,"Baltimore, MD",265993,1.14,3484,41,4487,15151
2019-02-01,"Baltimore, MD",250000,2.04,3437,40,4361,14889
2019-01-01,"Baltimore, MD",247750,3.66,3402,41,4225,14611
2026-05-01,"Baton Rouge, LA",282862,3.8,813,58,883,4040
2026-04-01,"Baton Rouge, LA",275000,3.79,810,64,958,4177
2026-03-01,"Baton Rouge, LA",268004,2.35,830,58,1005,4244
2026-02-01,"Baton Rouge, LA",278250,6.13,797,58,904,4289
2026-01-01,"Baton Rouge, LA",265000,0,768,57,991,4338
2025-12-01,"Baton Rouge, LA",269135,2.49,842,57,918,4306
2025-11-01,"Baton Rouge, LA",260000,6.56,782,55,1036,4283
2025-10-01,"Baton Rouge, LA",269800,7.92,809,51,1063,4261
